period_begin,period_end,period_duration,region_type,region_type_id,table_id,is_seasonally_adjusted,region,city,state,state_code,property_type,property_type_id,median_sale_price,median_sale_price_mom,median_sale_price_yoy,median_list_price,median_list_price_mom,median_list_price_yoy,median_ppsf,median_ppsf_mom,median_ppsf_yoy,median_list_ppsf,median_list_ppsf_mom,median_list_ppsf_yoy,homes_sold,homes_sold_mom,homes_sold_yoy,pending_sales,pending_sales_mom,pending_sales_yoy,new_listings,new_listings_mom,new_listings_yoy,inventory,inventory_mom,inventory_yoy,months_of_supply,months_of_supply_mom,months_of_supply_yoy,median_dom,median_dom_mom,median_dom_yoy,avg_sale_to_list,avg_sale_to_list_mom,avg_sale_to_list_yoy,sold_above_list,sold_above_list_mom,sold_above_list_yoy,price_drops,price_drops_mom,price_drops_yoy,off_market_in_two_weeks,off_market_in_two_weeks_mom,off_market_in_two_weeks_yoy,parent_metro_region,parent_metro_region_metro_code,last_updated
9/1/2021,9/30/2021,30,metro,-2,12060,f,"Atlanta, GA metro area",,,GA,All Residential,-1,330000,0,0.166077739,349000,0.008962128,0.16722408,158.4022556,0.006350125,0.232509359,164.5001379,0.024643585,0.193572191,10313,-0.060746812,-0.046681457,10403,-0.11312873,0.03,12033,-0.091094494,-0.007260127,16980,0.005090565,-0.227303754,1.6,0.1,-0.4,14,2,-11,1.008639251,-0.003393351,0.01892412,0.491224668,-0.032819048,0.202446705,0.227502945,-0.010628937,-0.005443586,0.511390945,-0.028762508,0.047133519,"Atlanta, GA",12060,9/24/2023 14:28
9/1/2020,9/30/2020,30,metro,-2,16984,f,"Chicago, IL metro area",,,IL,All Residential,-1,276500,-0.029824561,0.137860082,289900,0,0.115429011,161.5384615,-0.007118572,0.07522446,175.5467472,0.003500535,0.118289986,10313,-0.066358863,0.355903234,9393,-0.068432014,0.491425849,12133,-0.056458512,0.207383819,23499,0.013149953,-0.282429461,2.3,0.2,-2,20,-1,-21,0.981689619,0.001701789,0.009249419,0.258896538,0.022068727,0.072596249,0.286054726,0.001196573,-0.010940511,0.515703183,-0.019851711,0.189726683,"Chicago, IL",16984,9/24/2023 14:28
7/1/2020,7/31/2020,30,metro,-2,12060,f,"Atlanta, GA metro area",,,GA,Single Family Residential,6,285985,0.038435004,0.099942308,299900,-0.016721311,0.090942161,121.4398734,0.01562759,0.076544706,128.802078,0.004888285,0.101705634,10309,0.114245569,0.10611588,8971,-0.010260371,0.059900756,10800,0.015992474,-0.118942731,19584,-0.074917336,-0.366889729,1.9,-0.4,-1.4,31,-4,4,0.987231285,0.002069822,0.00448398,0.261810069,0.034075525,0.041101914,0.24193219,-0.002375793,-0.046982562,0.460929662,0.02558103,0.064663122,"Atlanta, GA",12060,9/24/2023 14:28
8/1/2019,8/31/2019,30,metro,-2,12060,f,"Atlanta, GA metro area",,,GA,All Residential,-1,249900,-0.02,0.080111512,266900,-0.006538089,0.047077285,116.1076299,0.003550396,0.063151124,122.1882641,0.015948606,0.059508014,10303,-0.050414747,0.0303,9217,-0.077746648,-0.019468085,14046,-0.031644261,0.008834303,36764,0.00944536,0.036861551,3.6,0.2,0.1,30,3,3,0.980907254,-0.001892903,-0.000739792,0.201882947,-0.012218436,-0.021617053,0.27970297,0.000790285,0.011716395,0.372572421,-0.023965502,0.00470008,"Atlanta, GA",12060,9/24/2023 14:28
8/1/2017,8/31/2017,30,metro,-2,12060,f,"Atlanta, GA metro area",,,GA,All Residential,-1,219900,-0.022666667,0.067994172,240000,0.0041841,0.091405184,102.6490066,-0.000635897,0.070889572,107.7838323,0.010548047,0.076396399,10299,0.036742501,0.016783493,9271,0.015666082,0.082681303,13439,-0.026582645,0.046488086,38664,-0.019973639,-0.064686245,3.8,-0.2,-0.3,39,1,-6,0.977545842,-0.003661799,0.000410531,0.194193611,-0.016396282,0.011056085,0.236188703,0.003146018,-0.017452015,0.320245928,-0.016958279,0.046159743,"Atlanta, GA",12060,9/24/2023 14:28
5/1/2019,5/31/2019,30,metro,-2,38060,f,"Phoenix, AZ metro area",,,AZ,All Residential,-1,280000,0.02189781,0.048689139,290990,0.003413793,0.058145455,159.1981132,0.002288713,0.056064211,162.4175412,-0.001959797,0.058599609,10275,0.087646872,0.042406412,8354,0.036862356,0.042425755,10036,-0.002088098,0.033148034,20729,-0.047599357,0.04956962,2,-0.3,0,43,-2,3,0.984371846,0.001370839,-6.15E-05,0.169051095,0.00857687,-0.011125429,0.278498722,0.000759232,0.014549355,0.271606416,-0.014976679,-0.013644395,"Phoenix, AZ",38060,9/24/2023 14:28
5/1/2021,5/31/2021,30,metro,-2,26420,f,"Houston, TX metro area",,,TX,All Residential,-1,300000,0.020408163,0.203610832,315000,0,0.145871226,138.225256,0.02855214,0.189724525,142.7238806,0.011530376,0.157565789,10249,0.029119389,0.523788284,10003,-0.019986284,0.223159697,11954,-0.009692652,0.135448328,13989,0.039070044,-0.439296164,1.4,0,-2.3,12,-5,-30,0.998513456,0.005283366,0.022563631,0.385403454,0.056655588,0.245498607,0.199728358,-0.006837786,-0.047936879,0.681595521,0.029298078,0.237477155,"Houston, TX",26420,9/24/2023 14:28
6/1/2022,6/30/2022,30,metro,-2,26420,f,"Houston, TX metro area",,,TX,All Residential,-1,351000,0.002857143,0.126173097,350000,-0.025069638,0.111111111,165.8676894,-0.005926756,0.177463913,165.1727687,-0.011097165,0.147212522,10209,0.009392921,-0.085297016,8814,-0.0885212,-0.16144991,13862,0.11448786,0.028414571,19811,0.247308443,0.264182247,1.9,0.3,0.5,11,0,1,1.00414395,-0.005493294,0.000424809,0.432461554,-0.031449856,-0.003162494,0.347029428,0.057159756,0.095545796,0.597572044,-0.059718545,-0.055077561,"Houston, TX",26420,9/24/2023 14:28
5/1/2022,5/31/2022,30,metro,-2,16984,f,"Chicago, IL metro area",,,IL,All Residential,-1,329000,0.006116208,0.044444444,329000,-0.003030303,0.044444444,200.6745363,0.000554219,0.084318224,198.2758621,-0.008114055,0.063999854,10184,0.073242702,-0.064572426,9590,0.105475504,-0.172776676,12801,0.029764299,-0.084596682,26270,0.051304626,0.495672967,2.6,0,1,48,0,39,1.010742365,0.004272766,0.010789251,0.532207384,0.035843173,0.082588573,0.130833651,0.029384955,-0.074472658,0.109697602,-0.01433698,-0.563898534,"Chicago, IL",16984,9/24/2023 14:28
3/1/2022,3/31/2022,30,metro,-2,26420,f,"Houston, TX metro area",,,TX,All Residential,-1,330000,0.015384615,0.143728555,350000,0.044776119,0.132686084,158.6147926,0.019903038,0.206319364,164.8884578,0.025018934,0.188610226,10183,0.302007416,0.037493632,9352,0.188763188,-0.010265637,11294,0.254192115,0.04130555,12835,0.012543389,-0.047141797,1.3,-0.3,-0.1,16,-6,-9,1.001675602,0.006489148,0.01469464,0.397819896,0.060522875,0.140051175,0.228359953,0.047072481,0.007795736,0.660500428,0.022773213,0.040646475,"Houston, TX",26420,9/24/2023 14:28
6/1/2015,6/30/2015,30,metro,-2,12060,f,"Atlanta, GA metro area",,,GA,All Residential,-1,200215,-0.003905473,0.064973404,214999,-0.044024011,0.074995,92.59259259,0.004058853,0.055921458,95.87378641,-0.011349515,0.050035708,10165,0.096075049,0.189306189,8720,0.178696945,0.162046908,14753,0.005041215,0.078829982,43577,0.030335272,0.072770242,4.3,-0.3,-0.5,47,5,12,0.974433807,-0.000299825,0.001794342,0.17491392,-0.003973291,-0.003277258,0.386947243,-0.137146009,0.02627173,0.261123853,-0.059097828,-0.053108556,"Atlanta, GA",12060,9/24/2023 14:28
7/1/2013,7/31/2013,30,metro,-2,16984,f,"Chicago, IL metro area",,,IL,All Residential,-1,202500,-0.02173913,0.177325581,205000,-0.004250152,0.206592113,125.5907125,-0.006116664,0.114456835,128.7553648,-0.002048084,0.147129502,10146,0.059302568,0.37498306,7878,-0.016479401,0.37391001,11821,-0.022168914,0.190672844,32033,0.014119733,-0.198092425,3.2,-0.1,-2.2,38,-1,-24,0.974593569,0.001544037,0.021060988,0.246895328,0.005613223,0.076004964,0.247213811,0.027851415,-0.023076081,0.375856816,-0.032133196,0.075891696,"Chicago, IL",16984,9/24/2023 14:28
8/1/2016,8/31/2016,30,metro,-2,12060,f,"Atlanta, GA metro area",,,GA,All Residential,-1,205900,-0.042325581,0.082482086,219900,-0.022666667,0.100050025,95.8539604,-0.017825459,0.053375327,100.1339585,-0.010134301,0.075939384,10129,0.019732206,0.129964302,8563,0.025140668,0.148779179,12842,-0.032253203,0.03941724,41338,-0.024103496,-0.061587705,4.1,-0.2,-0.8,45,3,-5,0.977135312,-0.002216612,0.006332365,0.183137526,-0.010056877,0.033762247,0.253640718,-0.104984368,-0.146055089,0.274086185,-0.017306129,0.027104698,"Atlanta, GA",12060,9/24/2023 14:28
6/1/2019,6/30/2019,30,metro,-2,16984,f,"Chicago, IL metro area",,,IL,All Residential,-1,265000,0.011450382,0,265000,-0.053233298,0.019230769,157.5,-0.000357778,0.007903365,158.7792642,-0.025128696,0.008122312,10123,-0.021175788,-0.109909435,8637,-0.104881335,-0.053790535,12733,-0.107082749,-0.033915023,32460,0.040384615,0.074229738,3.2,0.2,0.5,29,-1,2,0.977251098,0.000177664,-0.00261798,0.208436234,-0.002354715,-0.032661101,0.293838571,-0.003244763,0.007112555,0.405812203,-0.015060426,-0.002601469,"Chicago, IL",16984,9/24/2023 14:28
8/1/2017,8/31/2017,30,metro,-2,16984,f,"Chicago, IL metro area",,,IL,All Residential,-1,240000,-0.04,0.021276596,242500,-0.028056112,0.054806438,147.0294118,-0.026569732,0.029824954,150.3110477,0.002352082,0.050208193,10119,0.041370793,-0.019001454,7992,-0.019386503,0.025009619,11189,-0.025687914,0.019220259,30469,-0.004573818,-0.081207406,3,-0.2,-0.2,32,2,-7,0.974617582,-0.003158755,0.002436765,0.21770926,-0.015387375,0.023235193,0.30050215,0.013201029,0.007697132,0.363988989,-0.034538618,0.028860093,"Chicago, IL",16984,9/24/2023 14:28
7/1/2015,7/31/2015,30,metro,-2,12060,f,"Atlanta, GA metro area",,,GA,All Residential,-1,200000,-0.001073846,0.063829787,210000,-0.023251271,0.077475629,92.59259259,0,0.060380087,94.09190372,-0.018585713,0.051130271,10117,-0.004722086,0.16087206,8202,-0.05940367,0.170543742,14554,-0.013488782,0.093052948,44452,0.0200794,0.046274067,4.4,0.1,-0.5,48,1,14,0.973629166,-0.000804641,0.000930028,0.174261145,-0.000652776,0.004438999,0.389813732,0.002866489,0.022139674,0.258351622,-0.002772232,-0.033927528,"Atlanta, GA",12060,9/24/2023 14:28
5/1/2022,5/31/2022,30,metro,-2,26420,f,"Houston, TX metro area",,,TX,All Residential,-1,350000,0.027900147,0.166666667,359000,-0.002500695,0.13968254,166.8566078,0.025075884,0.207135459,167.026287,-0.000104453,0.170275684,10114,0.076873935,-0.013172017,9670,0.045857668,-0.033290013,12438,0.042057641,0.040488539,15883,0.11553589,0.135392094,1.6,0.1,0.2,11,-1,-1,1.009637244,0.001709145,0.011123789,0.46391141,0.01544463,0.078507956,0.289869672,0.059149065,0.090141314,0.657290589,-0.005806966,-0.024304932,"Houston, TX",26420,9/24/2023 14:28
3/1/2022,3/31/2022,30,metro,-2,12060,f,"Atlanta, GA metro area",,,GA,All Residential,-1,369900,0.039921282,0.216776316,390000,0.04,0.2,177.2645278,0.031661815,0.241891807,183.9119972,0.029410125,0.222513204,10110,0.290199081,-0.054256314,10341,0.198539638,-0.063315217,12919,0.253298409,0.009691286,13852,0.074381447,0.048758328,1.4,-0.2,0.2,14,-3,-2,1.017968986,0.007041343,0.017722323,0.552522255,0.049842316,0.133532545,0.158605256,0.036290821,-0.009550408,0.619959385,0.022949649,-0.017450035,"Atlanta, GA",12060,9/24/2023 14:28
3/1/2017,3/31/2017,30,metro,-2,12060,f,"Atlanta, GA metro area",,,GA,All Residential,-1,216107.5,0.05935049,0.10287063,256514,0.068808333,0.091548936,99.0874764,0.028780711,0.08199337,107.9152512,0.016225856,0.073990225,10107,0.530436099,0.126504681,9076,0.413707165,0.144947647,16069,0.394515317,0.054465516,34745,0.058330795,-0.058350046,3.4,-1.6,-0.7,51,-11,-7,0.977647358,0.003228316,0.003703808,0.190659939,0.014857395,0.007980491,0.180025903,-0.018999379,-0.178801134,0.413397973,0.003740652,0.022581775,"Atlanta, GA",12060,9/24/2023 14:28
6/1/2021,6/30/2021,30,metro,-2,26420,f,"Houston, TX metro area",,,TX,Single Family Residential,6,318000,0.028161273,0.195488722,320845,0.002640625,0.110190311,140.0114318,0.017031125,0.187378502,143.0057202,0.009977899,0.15171924,10096,0.091577468,0.132727477,9547,0.05713653,0.171123651,12130,0.134917665,0.209130781,13214,0.135613613,-0.351300933,1.3,0,-1,9,-2,-32,1.005792026,0.005540358,0.027547325,0.456616482,0.054518958,0.305264524,0.251248676,0.055305052,-0.043645777,0.667749031,-0.028630107,0.171674448,"Houston, TX",26420,9/24/2023 14:28
12/1/2020,12/31/2020,30,metro,-2,26420,f,"Houston, TX metro area",,,TX,All Residential,-1,271410,0.008959108,0.074891089,272945,-0.006388788,0.101472962,124.9089585,0.008699415,0.08172663,130.6913997,0.010157571,0.109612142,10079,0.205189525,0.248791971,6275,-0.106634396,0.511319846,7103,-0.117420477,0.206966865,16856,-0.087681316,-0.318729286,1.7,-0.5,-1.4,29,1,-28,0.980747413,-0.000162736,0.008806884,0.187617819,-0.005972997,0.073133864,0.193996203,-0.036627308,-0.005300539,0.46247012,-0.030696167,0.150572239,"Houston, TX",26420,9/24/2023 14:28
5/1/2016,5/31/2016,30,metro,-2,16984,f,"Chicago, IL metro area",,,IL,All Residential,-1,235000,0.017316017,0.053811659,250000,-0.034749035,0.029230136,142.2991571,0.020971575,0.057697026,151.9731929,-0.007218024,0.042460745,10061,0.136579304,0.092755512,9623,0.030851634,0.056891818,13916,-0.026512767,-0.011296625,33014,0.036090886,-0.087481688,3.3,-0.3,-0.6,36,-5,-6,0.97388358,0.001907984,0.003661864,0.211012822,0.013995199,0.014640496,0.265008784,0.015824752,-0.007082761,0.406837784,-0.032476624,0.01836991,"Chicago, IL",16984,9/24/2023 14:28
6/1/2022,6/30/2022,30,metro,-2,12060,f,"Atlanta, GA metro area",,,GA,All Residential,-1,400000,0,0.176816711,408912.5,-0.002409124,0.171669054,188.2557104,0.001783265,0.223192344,186.6334874,-0.006712532,0.178866014,10040,0.016502987,-0.147780324,10021,-0.053729934,-0.145767624,16007,0.140262146,0.144992847,22248,0.265673,0.4590766,2.2,0.4,0.9,13,1,1,1.017102794,-0.009632707,0.001112502,0.559063745,-0.051546764,0.009195313,0.267844301,0.059515708,0.07536004,0.508831454,-0.069166657,-0.095464855,"Atlanta, GA",12060,9/24/2023 14:28
8/1/2018,8/31/2018,30,metro,-2,12060,f,"Atlanta, GA metro area",,,GA,All Residential,-1,231365,-0.043946281,0.052137335,254900,-0.014250633,0.062083333,109.2108425,-0.004849494,0.063924981,115.3254741,0.000712339,0.069970065,10000,-0.041686632,-0.029031945,9400,-0.009692373,0.013914357,13923,-0.00620985,0.036014584,35457,0.01334667,-0.082945376,3.5,0.1,-0.3,27,3,-12,0.981647046,-0.003710112,0.004101204,0.2235,-0.025757307,0.029306389,0.267986575,0.010541591,0.031797873,0.36787234,-0.024774099,0.047626412,"Atlanta, GA",12060,9/24/2023 14:28
7/1/2016,7/31/2016,30,metro,-2,16984,f,"Chicago, IL metro area",,,IL,All Residential,-1,241000,-0.020325203,0.057017544,239900,-0.020816327,0.043497173,144.3568345,-0.013696499,0.034119869,146.9355005,-0.00177152,0.047271831,9983,-0.14169031,-0.066660434,8055,-0.14024976,-0.014799413,11726,-0.131793277,-0.057471264,33857,0.005524041,-0.093569287,3.4,0.5,-0.1,35,2,-5,0.974911886,-0.001011837,0.003704764,0.211259141,-0.002995868,0.019879185,0.276220575,-0.017771288,-0.026708318,0.361018001,-0.017570962,0.029560076,"Chicago, IL",16984,9/24/2023 14:28
8/1/2013,8/31/2013,30,metro,-2,16984,f,"Chicago, IL metro area",,,IL,All Residential,-1,198000,-0.022222222,0.164705882,194900,-0.049268293,0.181212121,125.3112217,-0.00222541,0.133411382,123.9635158,-0.037216694,0.130474735,9973,-0.017051055,0.241967621,7504,-0.047473978,0.339760757,11227,-0.050249556,0.163419689,32056,0.00071801,-0.170307485,3.2,0,-1.6,39,1,-25,0.974938484,0.000344915,0.020189219,0.24004813,-0.006847198,0.061592339,0.250998253,0.003784442,-0.030914988,0.359808102,-0.016048714,0.062896837,"Chicago, IL",16984,9/24/2023 14:28
12/1/2021,12/31/2021,30,metro,-2,26420,f,"Houston, TX metro area",,,TX,All Residential,-1,317000,0.01932538,0.167974651,309980,-0.015905267,0.135686677,149.8995991,0.014770256,0.200070843,153.1828899,0.008463547,0.172096177,9964,0.133174116,-0.011409862,6493,-0.196211934,0.034741036,7118,-0.171362049,0.002111784,14383,-0.086387601,-0.146713336,1.4,-0.4,-0.3,21,1,-8,0.991408234,0.00048822,0.01066082,0.296868727,-0.009397621,0.109250908,0.186887298,-0.04750259,-0.007108906,0.511473895,-0.025540217,0.049003775,"Houston, TX",26420,9/24/2023 14:28
8/1/2018,8/31/2018,30,metro,-2,16984,f,"Chicago, IL metro area",,,IL,All Residential,-1,245000,-0.039215686,0.020833333,249900,-0.02,0.030515464,151.3513514,-0.016972973,0.029395068,151.2933407,-0.027838629,0.006535069,9961,0.015806649,-0.015614191,7905,-0.067146566,-0.010885886,11226,-0.080815524,0.003306819,31262,0.003853317,0.026026453,3.1,-0.1,0.1,32,3,0,0.974498445,-0.003565251,-0.000119137,0.203393234,-0.022080966,-0.014316026,0.298477385,0.005015179,-0.002024765,0.349525617,-0.034236479,-0.014463372,"Chicago, IL",16984,9/24/2023 14:28
4/1/2021,4/30/2021,30,metro,-2,26420,f,"Houston, TX metro area",,,TX,All Residential,-1,294000,0.018958167,0.166666667,315000,0.019417476,0.188679245,134.3881857,0.022067791,0.162961547,141.0969793,0.017107654,0.152336044,9959,0.014671421,0.570324819,10207,0.080220129,0.73058664,12071,0.112944864,0.475491994,13463,-0.000519673,-0.487923624,1.4,0,-2.7,17,-8,-19,0.99323009,0.006249127,0.016490643,0.328747866,0.070979145,0.175326233,0.206566144,-0.013998073,-0.00700504,0.652297443,0.03244349,0.280306938,"Houston, TX",26420,9/24/2023 14:28
9/1/2021,9/30/2021,30,metro,-2,16984,f,"Chicago, IL metro area",,,IL,All Residential,-1,293750,-0.036885246,0.06238698,299000,0.031390135,0.031390135,177.3418803,-0.025553036,0.097830688,183.7665253,0.022364338,0.04682387,9959,-0.110326961,-0.034325608,9254,-0.123259119,-0.014798254,11470,-0.053005284,-0.054644358,21157,-0.001368828,-0.099663815,2.1,0.2,-0.2,15,2,-5,0.991907969,-0.005392194,0.010218351,0.362988252,-0.049196847,0.104091713,0.278063998,-0.007360339,-0.007990728,0.476550681,-0.028044298,-0.039152502,"Chicago, IL",16984,9/24/2023 14:28
7/1/2019,7/31/2019,30,metro,-2,16984,f,"Chicago, IL metro area",,,IL,All Residential,-1,261000,-0.01509434,0.023529412,259000,-0.022641509,0.015686275,156.672,-0.005257143,0.01758464,155.7823129,-0.018874954,0.001006034,9948,-0.017287365,0.01448093,8188,-0.051985643,-0.033750295,11762,-0.076258541,-0.036927864,32830,0.011398644,0.054203327,3.3,0.1,0.1,32,3,3,0.975290716,-0.001960381,-0.00277298,0.20637314,-0.002063094,-0.019101059,0.307828206,0.013989635,0.014366001,0.36333659,-0.042475613,-0.020425506,"Chicago, IL",16984,9/24/2023 14:28
7/1/2017,7/31/2017,30,metro,-2,12060,f,"Atlanta, GA metro area",,,GA,All Residential,-1,225000,-0.013196847,0.046511628,239000,-0.032676511,0.062222222,102.7143223,-0.007201951,0.052469736,106.6587904,-0.004246559,0.054366369,9934,-0.132325967,0.000100675,9128,-0.075270996,0.092781037,13806,-0.103622906,0.040391861,39452,0.009544768,-0.068627682,4,0.6,-0.3,38,2,-4,0.981207641,0.000147375,0.001855718,0.210589893,-0.008206508,0.017395491,0.233042685,0.00036017,-0.125582401,0.337204207,-0.012000534,0.045811893,"Atlanta, GA",12060,9/24/2023 14:28
7/1/2016,7/31/2016,30,metro,-2,12060,f,"Atlanta, GA metro area",,,GA,All Residential,-1,215000,0.003500583,0.075,225000,-0.02173913,0.071428571,97.59361133,0.006932168,0.054011002,101.1591356,0.004234328,0.075109883,9933,-0.093538967,-0.01818721,8353,-0.136640827,0.018410144,13270,-0.155476357,-0.088223169,42359,0.01298546,-0.047084496,4.3,0.5,-0.1,42,0,-6,0.979351924,0.000776452,0.005722758,0.193194402,-0.009671084,0.018933258,0.358625086,-0.056622666,-0.031188646,0.291392314,-0.008245929,0.033040693,"Atlanta, GA",12060,9/24/2023 14:28
5/1/2022,5/31/2022,30,metro,-2,12060,f,"Atlanta, GA metro area",,,GA,All Residential,-1,400000,0.038961039,0.229350749,409900,0.025006252,0.188115942,187.9205982,0.023018638,0.237061391,187.8947368,0.013983666,0.211506072,9877,0.04463247,-0.067327668,10590,0.080612245,-0.035870357,14038,0.120172359,0.134200533,17578,0.137881926,0.240420577,1.8,0.2,0.5,12,0,1,1.026735501,0.001222886,0.014024817,0.610610509,0.012196971,0.081243182,0.208328593,0.035814351,0.045107931,0.577998111,-0.024859031,-0.042813979,"Atlanta, GA",12060,9/24/2023 14:28
5/1/2018,5/31/2018,30,metro,-2,38060,f,"Phoenix, AZ metro area",,,AZ,All Residential,-1,267000,0.036893204,0.098765432,275000,-0.009009009,0.078431373,150.7466228,0.010499339,0.093846917,153.4267913,-0.008334576,0.078550328,9857,0.108026079,0.026556967,8014,0.012252116,0.013404148,9714,-0.011599512,0.005277864,19750,-0.03176782,-0.098132335,2,-0.3,-0.3,40,0,-4,0.984433385,0.000496868,0.002625907,0.180176524,0.005940913,0.017918661,0.263949367,0.006669242,0.003709173,0.285250811,-0.019031114,0.008316061,"Phoenix, AZ",38060,9/24/2023 14:28
7/1/2020,7/31/2020,30,metro,-2,38060,f,"Phoenix, AZ metro area",,,AZ,All Residential,-1,320000,0.032258065,0.134751773,330000,0.015384615,0.157894737,178.0192788,0.024307797,0.120102954,185.9367993,0.015690005,0.139742326,9844,0.076552931,0.086774122,8145,-0.032545433,0.081242533,9419,0.166295196,0.18373759,13020,-0.061147967,-0.236587511,1.3,-0.2,-0.6,40,-2,-2,0.991653726,0.002495045,0.006154639,0.281694433,0.045364599,0.097437423,0.174116743,-0.022018244,-0.073142125,0.368692449,0.044663467,0.079299113,"Phoenix, AZ",38060,9/24/2023 14:28
